identifier,type,research_areas,creation_mode,completeness,number_of_resources,numer_of_views,number_of_downloads
293a5412-d1de-4c2e-9d51-6e467d08e493,Data-centric Research Object,['Earth sciences'],MANUAL,0,8,7,0
f02dc7aa-2824-4adf-8711-16dcb28ecaa1,Data-centric Research Object,"['Applied sciences', 'Climatology', 'Environmental research', 'Hydrology']",MANUAL,69,1,14,0
3939a208-64fc-4800-8b29-6a97676c7508,Data-centric Research Object,['Earth sciences'],MANUAL,0,4,93,10
6fa27870-c1a4-4386-8d51-855d5ac932e2,Executable Research Object,['Earth sciences'],MANUAL,84,10,42,6
59e63d12-57af-4bcd-8d8f-821b9e096b9b,Bibliography-centric Research Object,['Applied sciences'],MANUAL,77,2,21,4
ea5e95c4-9f22-4ce5-ba9a-22fc7257cd27,Bibliography-centric Research Object,['Applied sciences'],MANUAL,77,2,66,4
9da6e0fa-a824-4ff3-b0af-fa98aef14285,Bibliography-centric Research Object,"['Applied sciences', 'Earth observation', 'Hazard science']",MANUAL,92,2,53,9
0c6c5b80-9268-4851-8cec-1f9c49cb7f9f,Basic Research Object,"['Earth observation', 'Seismology']",MANUAL,82,2,131,11
13e6bbe1-ed1a-4e3d-879c-694f1bbab5a0,Basic Research Object,"['Earth observation', 'Seismology']",MANUAL,82,2,17,17
395893ed-5770-4027-a1ba-468b82d6de4a,Basic Research Object,['Volcanology'],MANUAL,68,5,13,7
9df7b289-2ac1-4c50-aa42-184df24dcafa,Data-centric Research Object,['Applied sciences'],MANUAL,84,3,64,12
d69df778-182b-4a58-b948-9e22073a7671,Executable Research Object,['Applied sciences'],MANUAL,84,8,71,1
7907dbf7-c03b-4e5c-b750-55410e82c5a1,Basic Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences']",MANUAL,100,6,50,8
d9917937-2610-407d-bcdc-7b24d850c840,Basic Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences']",MANUAL,100,5,23,1
e744c06f-087a-4456-9007-fd130464a2ab,Basic Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences']",MANUAL,100,4,56,7
ce91c342-9009-4f7a-bfec-1358368feda7,Executable Research Object,"['Earth sciences', 'Environmental research', 'Volcanology']",MANUAL,84,17,27,6
0b1fcfe6-ab98-4df7-be19-e952de9776c6,Data-centric Research Object,['Applied sciences'],MANUAL,77,8,23,1
218d13bb-062a-4903-9559-9f7be4919590,Bibliography-centric Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences']",MANUAL,62,35,23,4
88fba8bd-f2f0-402e-8147-b73b71e8691a,Bibliography-centric Research Object,['Applied sciences'],MANUAL,84,4,27,5
b62e5267-8fe1-4fe1-ada2-47e484c2b107,Basic Research Object,['Applied sciences'],MANUAL,100,11,5,1
e7c5bfac-0e6a-4691-9e52-f86975732218,Basic Research Object,['Applied sciences'],MANUAL,100,10,17,6
998dccd6-7192-4d88-af39-6018c71e6bdf,Executable Research Object,"['Applied sciences', 'Earth sciences', 'Environmental research']",MANUAL,100,17,48,6
eec6faaa-e133-47d4-b377-44f7d06a9654,Executable Research Object,"['Applied sciences', 'Earth sciences', 'Environmental research']",MANUAL,100,18,12,2
c797fdc7-0330-45de-8970-fedf5ee89cb1,Bibliography-centric Research Object,['Applied sciences'],MANUAL,100,5,9,1
2f352829-b3e1-45f3-99f2-786c52587485,Workflow-centric Research Object,"['Earth sciences', 'Environmental research']",MANUAL,84,9,12,7
4691cb04-70c5-4c7b-aa76-65850ddd509c,Workflow-centric Research Object,"['Earth sciences', 'Environmental research']",MANUAL,84,9,44,5
d5d3a3ed-7bc1-40b9-b2cd-0496f599d0fe,Data-centric Research Object,"['Applied sciences', 'Earth observation']",MANUAL,100,17,30,6
941ecf90-82ba-4c56-961b-2f727da5df78,Data-centric Research Object,"['Economic geography', 'Social sciences']",MANUAL,100,14,54,5
871a1786-bc6a-4e60-a160-3f57e3869d35,Basic Research Object,"['Applied sciences', 'Environmental research']",MANUAL,100,7,10,1
9ca6c1ca-a4bd-40d5-a199-c310f94edb0b,Basic Research Object,"['Applied sciences', 'Environmental research']",MANUAL,100,6,13,2
b167006f-4678-4b8a-8e8b-224befdd8038,Basic Research Object,"['Applied sciences', 'Environmental research']",MANUAL,100,6,5,1
107487d2-a9d5-4224-8b00-b321e133b6c8,Basic Research Object,"['Applied sciences', 'Climatology', 'Earth observation', 'Earth sciences', 'Environmental research']",MANUAL,100,8,15,1
b47069ec-f001-4783-8def-cbd54858f571,Basic Research Object,"['Applied sciences', 'Climatology', 'Earth observation', 'Earth sciences', 'Environmental research']",MANUAL,100,7,13,1
714c9088-075f-43fb-94e0-b397eb195343,Bibliography-centric Research Object,['Applied sciences'],MANUAL,77,7,8,13
df6591e6-c326-4d28-92fb-cb9d59786ac7,Executable Research Object,"['Applied sciences', 'Environmental research']",MANUAL,100,12,30,6
c2c64bf9-7625-4442-9ca9-dcd978b1d38b,Executable Research Object,"['Applied sciences', 'Environmental research', 'Oceanography']",MANUAL,100,5,17,21
e7f90fc2-ddcb-4369-9f31-b81123b40533,Executable Research Object,['Applied sciences'],MANUAL,92,6,19,1
6849c036-dd01-4741-89f9-859c0869deb4,Basic Research Object,['Applied sciences'],MANUAL,59,1,7,4
2f126bfc-d4fb-4d72-914f-bfd121b0cf35,Data-centric Research Object,"['Applied sciences', 'Cultural geography', 'Regional geography', 'Social sciences']",MANUAL,92,2,16,4
73e65f3b-c8eb-4aca-b7dc-af81e4ec9b4a,Bibliography-centric Research Object,"['Applied sciences', 'Environmental research']",MANUAL,100,5,5,1
e4bff7dc-eecc-4a4e-b32c-1c8afe18deb6,Bibliography-centric Research Object,"['Applied sciences', 'Environmental research']",MANUAL,100,6,13,26
28499bdf-a0c6-46aa-a96f-50bd9490b8be,Executable Research Object,"['Earth sciences', 'Ecology', 'Optics']",MANUAL,100,7,24,27
c39ea824-7501-4223-96a0-da72ae57e5e3,Basic Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences', 'Environmental research', 'Oceanography']",MANUAL,83,4,9,5
b3dd84e2-9a82-4364-a030-7b8a4269744d,Data-centric Research Object,"['Applied sciences', 'Environmental research', 'Life sciences']",MANUAL,100,12,23,6
969f1a5e-61f2-4441-8570-085853c70c0d,Executable Research Object,['Applied sciences'],MANUAL,46,10,15,9
3b1ad0bd-a71a-474e-84a1-d48e3e924b21,Basic Research Object,"['Applied sciences', 'Ecology', 'Environmental research', 'Hydrology', 'Social sciences']",MANUAL,100,13,22,21
9c4b5cde-f25b-4b7e-b267-ce264f2fc706,Basic Research Object,['Earth sciences'],DMP,91,1,26,9
042f0584-c14d-4374-9158-d84f4677c9fe,Basic Research Object,"['Applied sciences', 'Earth observation']",MANUAL,100,4,9,1
5bce9059-bb3e-402d-a65d-4eff2a93e239,Basic Research Object,"['Applied sciences', 'Earth observation']",MANUAL,100,4,8,2
a1fe8d87-7ca4-4846-ab84-869b9d8a2b57,Workflow-centric Research Object,"['Chemistry', 'Ecology', 'Environmental research']",MANUAL,92,14,16,22
a1b79935-8367-4580-85d8-1676d50e5422,Executable Research Object,"['Applied sciences', 'Earth sciences', 'Environmental research', 'Volcanology']",MANUAL,77,16,21,6
640923be-22b3-4418-977d-5a81675862a6,Bibliography-centric Research Object,"['Applied sciences', 'Earth sciences']",MANUAL,92,9,8,2
97352931-9830-4677-ad2a-1a2c7c71bf6c,Bibliography-centric Research Object,"['Applied sciences', 'Earth sciences']",MANUAL,92,10,2,2
aa46df33-f3ea-4c76-aef3-9fbcc541c12a,Basic Research Object,['Applied sciences'],MANUAL,43,0,4,2
0ccb430b-dd9b-4c34-9e89-8f6780ff9996,Bibliography-centric Research Object,"['Applied sciences', 'Climatology']",MANUAL,100,10,19,3
0e6ee388-ce22-4237-bf54-74336d1215ce,Bibliography-centric Research Object,"['Applied sciences', 'Climatology']",MANUAL,100,12,3,1
3ed30e69-fb38-4045-bd34-2fa907d12353,Executable Research Object,['Applied sciences'],MANUAL,92,8,24,7
71d2b507-4327-4496-aebf-95882376ad3d,Basic Research Object,"['Applied sciences', 'Earth observation', 'Volcanology']",MANUAL,59,2,6,7
42613c9d-9bea-4bc9-b475-1ac886a05d57,Executable Research Object,"['Applied sciences', 'Earth observation']",MANUAL,92,7,16,1
7998d851-41e8-4c51-aa06-deff6fd5f09a,Executable Research Object,"['Applied sciences', 'Earth observation']",MANUAL,92,19,53,6
bd43e723-e961-4558-9b20-68ebd4b34a9b,Executable Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences']",MANUAL,100,9,19,9
d1f369cd-25a2-4fc6-b418-b2e7feed7cde,Executable Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences']",MANUAL,100,9,11,15
16b9c078-a01d-4f14-8268-4c40cfe9d467,Executable Research Object,"['Environmental research', 'Geography']",MANUAL,100,11,6,4
b128b282-dee7-44a7-bc21-f1fd21452a83,Executable Research Object,"['Environmental research', 'Geography']",MANUAL,100,11,41,12
c60a3a02-d72c-44ec-830a-736fae79158e,Executable Research Object,"['Environmental research', 'Geography']",MANUAL,100,11,25,2
f5ad4964-2b27-40c4-9a99-ccf4170dcc76,Executable Research Object,"['Environmental research', 'Geography']",MANUAL,76,11,7,5
4bdb4ef5-f05a-4d42-b1cd-ef78ff4f0d47,Basic Research Object,['Earth sciences'],MANUAL,51,203,7,8
2c060a2b-4b81-47ad-b56d-488da72a5307,Basic Research Object,['Applied sciences'],MANUAL,51,4,25,9
db0dd41c-13c8-4978-b9a4-eaa62ce9c517,Basic Research Object,['Applied sciences'],MANUAL,51,3,25,9
07e76ee3-fe6c-4fb1-903d-3a8c5236e51b,Basic Research Object,['Applied sciences'],MANUAL,83,3,10,8
7df005ee-9546-4091-b795-6e32041822f9,Basic Research Object,['Applied sciences'],MANUAL,43,0,10,4
77a61d94-3318-4d33-a3c0-4730e7026fdb,Executable Research Object,"['Applied sciences', 'Earth sciences']",MANUAL,100,14,21,8
a802f7dc-f3f4-4eac-b69f-748fb90958fb,Executable Research Object,"['Applied sciences', 'Earth sciences']",MANUAL,100,14,45,18
bba00431-cb1c-4fc4-b90b-14cbc5edf0ac,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,92,10,3,4
ea34568e-d86e-4720-be2f-3f826f66a26c,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,92,10,22,39
095cd4b8-7027-4b97-bf9d-511fc5351d6d,Data-centric Research Object,['Applied sciences'],MANUAL,39,0,5,9
088e5107-c56e-4c47-b186-c1906ef8b79e,Executable Research Object,"['Applied sciences', 'Geomorphology']",MANUAL,61,0,3,10
0d96ad94-c73d-4ac8-b781-d9d481aebffe,Basic Research Object,['Applied sciences'],MANUAL,60,12,16,14
1464d3f1-5c8e-4ddb-a1d2-cb78db035782,Basic Research Object,['Applied sciences'],MANUAL,60,10,3,4
85b51031-6802-4f51-83d5-d564092dbc6e,Bibliography-centric Research Object,['Applied sciences'],MANUAL,75,0,4,7
bdd402be-6cd0-45f3-ace6-6507bc81cc0c,Executable Research Object,['Earth sciences'],MANUAL,39,0,8,10
903fc676-99d5-4277-be11-e83883e70fdd,Basic Research Object,['Applied sciences'],MANUAL,73,3,19,10
1be0f190-6a64-4696-89ba-3509748d84fa,Data-centric Research Object,['Applied sciences'],MANUAL,46,0,4,11
52c0fa97-af5b-4227-ac70-c19b3fd612cc,Executable Research Object,['Earth sciences'],MANUAL,68,8,12,16
65196262-e956-4ef3-9e28-3b2c614f0404,Basic Research Object,[],MANUAL,25,5,6,11
3a5459f8-8145-4062-b51b-86e7edfb8208,Data-centric Research Object,['Earth sciences'],MANUAL,54,25,33,12
63b9935e-9329-4bb9-990a-e63565a02309,Basic Research Object,"['Applied sciences', 'Cartography', 'Cultural geography', 'Ecology', 'Environmental research']",MANUAL,43,8,10,15
6942229f-fba8-415d-a326-0ae5fd6360da,Executable Research Object,"['Applied sciences', 'Climatology', 'Oceanography']",MANUAL,60,6,8,7
f99a5c78-6e3d-44a6-a283-3a61e46e249b,Executable Research Object,"['Applied sciences', 'Climatology']",MANUAL,92,15,7,32
ed0b78b7-1ef3-4548-977a-fb0ab9003b8d,Basic Research Object,"['Acoustics', 'Geographical information system', 'Geomorphology', 'Oceanography']",MANUAL,50,7,4,13
409b98bf-c76d-4d96-a814-1cbc0a3171e3,Basic Research Object,['Earth sciences'],MANUAL,43,0,2,11
cab8eaeb-e22d-4fc7-9999-180d0e179a98,Basic Research Object,['Earth sciences'],MANUAL,43,0,1,11
03dc6999-4799-4739-b184-0a9d11c50aa4,Executable Research Object,['Applied sciences'],MANUAL,100,3,7,14
c3aa751b-c32d-48d2-b781-0ab44bedc252,Executable Research Object,['Applied sciences'],MANUAL,91,2,4,11
192c3541-b61d-4e21-80d5-691d667b44cb,Executable Research Object,['Earth sciences'],MANUAL,83,4,5,16
4e8ee688-dd76-4faa-a088-028fe709bd37,Executable Research Object,['Earth sciences'],MANUAL,83,4,2,12
ef5953b8-d6b7-47a2-b115-929ac8179864,Executable Research Object,['Earth sciences'],MANUAL,83,1,4,4
a825aac5-caf2-42bb-ac4d-d8bef3954f71,Basic Research Object,"['Chemistry', 'Climatology', 'Earth observation', 'Earth sciences', 'Meteorology', 'Physical sciences']",MANUAL,51,3,3,7
6484f9aa-e4b4-4ef0-b312-2d75224d6447,Workflow-centric Research Object,['Applied sciences'],MANUAL,43,0,4,8
39cdb4f8-ac25-42c7-8263-0cab87547992,Executable Research Object,"['Environmental research', 'Hydrology', 'Soil science']",MANUAL,77,12,3,4
435f534c-e49b-43c3-9bd6-3393100bef3f,Executable Research Object,"['Environmental research', 'Hydrology', 'Soil science']",MANUAL,77,12,19,34
261f85b0-1ba1-4d27-8a42-df2816937f1e,Data-centric Research Object,"['Applied sciences', 'Earth sciences']",MANUAL,69,5,12,54
8ec6ee87-e121-4397-889e-4bab27255509,Basic Research Object,['Applied sciences'],MANUAL,59,6,5,7
9e5d1919-6462-41e1-a4ad-b9e1140925ca,Workflow-centric Research Object,['Earth sciences'],MANUAL,76,15,24,23
b7f139b2-b89b-494a-8687-8f3fc4aaae83,Workflow-centric Research Object,['Earth sciences'],MANUAL,76,15,18,7
ee66eeb4-0b7e-4417-871e-fb9ddae286d9,Executable Research Object,['Earth sciences'],MANUAL,100,14,18,15
2f4c4963-ba0f-4069-a211-988fb62006ef,Executable Research Object,['Earth sciences'],MANUAL,100,12,5,12
a369aaf0-06f7-441a-9a18-3b79b9d45f8e,Executable Research Object,['Earth sciences'],MANUAL,100,12,7,19
c2142845-3530-447b-9936-b1684a8f7776,Executable Research Object,['Earth sciences'],MANUAL,100,11,8,14
056d9dcb-cb4a-41bb-91fc-97ef3d0e8f6f,Executable Research Object,['Earth sciences'],MANUAL,100,10,6,11
0583f2dd-d42a-4f20-9104-519d587cb30e,Executable Research Object,['Earth sciences'],MANUAL,100,10,4,7
dd948b04-bfa4-44b0-814b-19f7daff6b8c,Executable Research Object,['Earth sciences'],MANUAL,100,9,17,8
caba607c-4de3-45d0-98f4-d5fbdfee0921,Basic Research Object,['Earth sciences'],MANUAL,51,48,3,8
fb78ebe8-ce02-449c-a204-756aded59969,Basic Research Object,['Earth sciences'],MANUAL,51,49,2,7
36df329c-6181-4db9-b350-361120151221,Basic Research Object,"['Acoustics', 'Aerodynamics', 'Agronomy', 'Soil science']",MANUAL,43,0,1,9
51daf908-532a-4e36-b7fc-9902de63f694,Executable Research Object,['Earth sciences'],MANUAL,76,24,10,22
b83a814a-27e6-499c-a6b2-61a0a921e53b,Executable Research Object,['Earth sciences'],MANUAL,76,24,15,34
a25c47c7-f4dd-44d2-be2c-ab74b6a99070,Executable Research Object,['Earth sciences'],MANUAL,68,17,5,13
bf3d5a76-1be0-4221-8ee0-b3cb40faf6f7,Software-centric Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences']",MANUAL,51,9,11,12
e97e6ada-276b-4406-b2ee-d3ec36e096c3,Software-centric Research Object,"['Applied sciences', 'Earth observation', 'Earth sciences']",MANUAL,51,9,25,34
18269477-c1b8-4aa8-9b0e-372c7bb6b65c,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,100,13,12,2
911b0247-5b28-4993-894e-aff28828e643,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,84,11,3,1
9f7d74b1-3bf4-4500-9526-560bd9a8c61a,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,84,17,4,1
a300b52e-f3e2-4d17-8d36-1251c4ade834,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,84,10,7,4
ac327c3a-5264-40a2-8c6e-1e8d7c4b37ef,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,84,10,29,16
b0a8864e-415d-42e3-972f-bb66c6d6a4d9,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,84,13,10,1
dcc9affd-a2dd-4ecf-885d-a882d7e1702f,Executable Research Object,"['Climatology', 'Environmental research']",MANUAL,84,18,3,1
e919cbc4-2b0c-466a-a92f-9d5db1179301,Basic Research Object,"['Applied sciences', 'Climatology', 'Information science']",MANUAL,100,5,6,15
ed4e6aa2-9db8-452d-9301-ba1606361034,Basic Research Object,"['Applied sciences', 'Climatology', 'Information science']",MANUAL,100,5,3,21
574facaf-90e1-488b-9e53-69a08ca03698,Executable Research Object,"['Ecology', 'Environmental research']",MANUAL,100,10,3,4
6bc62582-2f11-4983-a51c-0af32459eca6,Executable Research Object,"['Ecology', 'Environmental research']",MANUAL,91,10,10,16
94486a7f-e046-461f-bbb9-334ec7b57040,Executable Research Object,"['Ecology', 'Environmental research']",MANUAL,100,10,24,37
e05b90f7-5c22-4741-8b27-c43f5a5d70b4,Executable Research Object,"['Applied sciences', 'Climatology', 'Economic geography']",MANUAL,84,1,5,9
9c3bfd43-7e4f-4073-8735-f280ad4ab419,Executable Research Object,"['Applied sciences', 'Climatology']",MANUAL,100,10,8,10
aae72e1c-6d73-4c25-a565-f855cfb434b6,Executable Research Object,"['Applied sciences', 'Climatology']",MANUAL,100,11,2,1
cb869c7a-7a89-49dd-9038-b8a05a91dc6e,Executable Research Object,"['Applied sciences', 'Climatology']",MANUAL,100,10,4,35
f55e746b-6a1e-4712-ac21-a3c99869783d,Executable Research Object,"['Applied sciences', 'Climatology']",MANUAL,100,10,8,22
4fd0f1c2-d58f-4b20-9f12-503c31c607d9,Basic Research Object,"['Applied sciences', 'Ecology', 'Environmental research']",MANUAL,68,2,4,7
6556cdf7-bcef-43d3-a3ce-3d45d14e4a24,Basic Research Object,"['Applied sciences', 'Ecology', 'Environmental research']",MANUAL,68,2,10,10
bdd655ed-5a71-45e9-a104-474d6f6015c6,Basic Research Object,['Earth sciences'],MANUAL,43,0,1,4
055c3ed6-e42f-45a0-bb57-175ddd78ba7c,Basic Research Object,['Earth sciences'],MANUAL,43,0,1,4
79a98d65-f94b-4e86-ad2e-0ac27ead9f52,Basic Research Object,['Earth sciences'],MANUAL,43,0,1,8
053c44c8-7b29-422d-b51c-178725f24520,Basic Research Object,['Earth sciences'],MANUAL,43,0,2,6
5d1ab064-8f9e-46cd-ae57-63b21addadfb,Basic Research Object,['Earth sciences'],MANUAL,51,49,4,7
21f12e5b-6697-44f3-848c-d826113de9bc,Basic Research Object,['Earth sciences'],MANUAL,43,0,5,5
ff74bf82-17ab-4500-92cf-5b98a0726d40,Basic Research Object,['Earth sciences'],MANUAL,51,73,5,7
c1514980-2a7f-48b0-83fa-fb73bbb871db,Basic Research Object,['Earth sciences'],MANUAL,51,74,3,10
bed925bb-5452-4fb1-9323-b3a67e03d028,Basic Research Object,['Earth sciences'],MANUAL,51,1,2,12
0fad337b-a073-40e8-8c6c-67c76997f9e6,Basic Research Object,['Earth sciences'],MANUAL,51,72,3,15
f84e5d8a-e247-4c9f-9ad1-3877b765a9df,Basic Research Object,['Earth sciences'],MANUAL,51,55,3,10
60444fb5-f220-4e35-9339-b5c464200d5a,Data-centric Research Object,['Earth sciences'],MANUAL,83,2,13,12
d49c35fe-c0cd-4103-9285-426f3776fdf9,Data-centric Research Object,['Applied sciences'],MANUAL,61,1,7,15
6499d60b-ce48-45f9-8958-6b32175a63e2,Data-centric Research Object,['Applied sciences'],MANUAL,59,2,4,12
33783cba-37d3-48c3-b8bd-57239435cff7,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences', 'Seismology']",MANUAL,59,1,2,9
a2747015-ee62-440d-bcad-5d33a4597188,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,13
3f7df05b-ac98-4ff8-96fe-4b4572aaa7cd,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,5,11
0db29855-7f03-47c8-a297-74e503719aef,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,11
430638bd-ecf3-49f8-b255-f1b051c81f5d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,4,10
707ef635-5f5a-448f-8ae4-1371fd367d77,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,6,14
187257c2-1a1f-4318-8954-8980a3cb79e7,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,14
aaf21559-19e1-4d68-9ad0-b2b76d135f9a,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,11
87951dba-d83e-4da8-803b-a2c7e566f6d3,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,9
1b1ded2e-09a4-40be-9b0a-e5be0b69ba35,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,13
7e22141b-ed50-4328-b208-b67012beb8a5,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,12
b4d251d4-cd71-48a8-a36e-64445a80149a,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,9
3267118d-3c51-454f-bbb4-701b61ab6cf2,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,11
dce106a3-135f-42cc-8d2b-0d56020adb6b,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
bb8ab578-46d7-4c83-a0a2-3d7a56e46ea0,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,9
71bbcd55-aa21-4a7b-8874-e1d85c1b333e,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,13
f100dfcb-c479-455c-981a-5753a62d1b26,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,3,14
9b9194de-8b3b-4a75-8629-99908d2f5dcb,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,11
3cd94000-b192-424d-ae11-30550ab01952,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,3,11
8798c41b-e60a-45be-b594-0607a5f9adb4,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
c7aad5e6-aa6e-413e-8a4c-0378c38205f2,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
0270da21-b59c-4d6f-97d9-549852514c32,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,13
38e6cb5b-3904-4a64-9a18-3923d35fa49d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,13
0a16a50d-9221-466c-a373-e1336181fc5d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,8
74f61c3d-3d75-4e19-9fa9-3118f50de9c7,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
169af616-7077-4684-9928-9a3cad745d5b,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,8
67128654-36f2-4a56-8007-06a0d7db95e7,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,9
e7c3fa1a-0f25-4531-809c-6c679ea57c87,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,11
50740c8f-9658-4b3a-9c74-1547369112e6,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,11
0fc3ef33-ea51-40db-b7ad-7f8cd796e271,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,8
fca55231-fcbc-41b5-8c3d-9c7700332a38,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,8
7f92fe95-a4ff-4c0d-95d2-f10ec8340007,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,13
d1660e53-b321-42b9-a422-f7223584dcf6,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
99f99a94-7a77-4cde-a314-b1c17b1a7ad0,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,9
1f8a6368-6eda-4ef7-b683-8bf5cb2fd6fa,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,12
73362463-b9a1-4c22-8ff8-d42095473741,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,12
0a07097a-1206-42aa-bdfa-b15c57d63b2d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,10
f09b54b4-ced0-4411-99f9-c1c96bc18da1,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
17cd620d-4524-4ec4-abfc-d9db9b487d67,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,11
82732531-08b7-40d7-92e6-6eb66850d1b7,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,8
c74d4261-d9a1-47c8-a209-a85519388867,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,4,10
043e4e89-98ba-486e-bc90-5dca6b39bf94,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,13
6ff04f3e-dac6-426d-bee7-5ecb7b249f8d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,13
a5072d33-d20f-480b-a78f-55b379652d7b,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,13
4db36168-3108-4199-996d-251a1eb3626e,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,8
