identifier,type,research_areas,creation_mode,completeness,number_of_resources,numer_of_views,number_of_downloads
8cf2dd84-db25-4746-bb57-637991d65751,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
0e84c3b9-132a-4252-9f65-471c0bcf2851,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
2c81c4b2-455b-40c0-8e53-92e0ce62aba5,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
060ba4b3-1473-477a-868f-7e35bc4d5999,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
5181f89c-7d4b-4f41-9284-265cf507f106,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
88b9fbda-b82a-4c42-a297-f8546362f8ea,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
bd8e043f-388b-43a4-ab72-ac677acf75ff,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
e04d2e65-5515-4a42-b801-e470c6f2b459,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
b5dd9632-591e-45ef-ac28-fc8613ed24b2,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
8d96fb16-c20c-4da8-99fc-11e514d04ee3,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
1cbefbdb-f450-4ae4-9b96-d314030c9795,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
891b8d3d-3e70-4c35-9637-ccaa269c2ab5,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
8fa090db-6f5a-44a9-91b0-54c305b86a50,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
de9aa6f6-875c-4c1f-b89c-f456eae88e2a,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
49c069cc-7cc0-4f7d-986d-40eb934873db,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
cc898504-5afe-47e7-b46a-7294b1289605,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
ec42646b-1884-4a0f-825b-904131f727d1,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,9
e2d85bfc-8a9a-47bd-a9e8-e8ef77426e65,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
eec9866c-fa72-4658-a7d7-806a3347e2f3,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
e95ae475-318d-46e5-9a1c-bed9ee3747f6,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
758b4463-656b-4618-a9ae-136606ef1edf,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,15
0a0a0927-3da0-464b-b05b-7b38cab26800,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,9
d4e7aa6f-2e89-4ecb-b401-88876bf4afe9,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
d4c569e5-4bfa-4e8c-b246-203b75f80d32,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
cb518dad-5b7c-418a-9165-f89d99d7364d,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
f232c4a6-1844-43da-984d-a620e6345074,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
961e6217-381e-4d3b-996f-7c9e07106c0c,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
5a719d6a-f7ed-4ba3-8a71-5320cb268b56,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,3,11
622bb360-5e70-4e11-89be-67889daccf62,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
87b7298b-4d1d-4280-ad87-f66829156d10,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
251d1e81-3bcd-4fb3-8913-6cfea30b9937,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
7d3c7b5d-e958-4bb8-8e97-9c918e5d9905,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
b1fed09e-5e36-4221-b1b5-43f31254fd9f,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,2,11
3451a01e-2210-4d5b-ad46-ada632a76c81,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
7865b423-a04c-41ab-be7b-cfd3151dd44a,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
cec3ce31-50c7-41fc-8410-26e288b6d0d9,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
cdbad065-f5ae-4af9-9631-00d4b81e9b60,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
b10b5ae0-776a-433d-a9c1-a690a4d6055d,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
48eb000a-320d-4cd2-a012-78daeff3cb3d,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
1f2e2905-406c-4f09-bfd6-afd039128535,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
5c63bf72-eaa4-48ff-9656-dd1bc4094cbc,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
214435cb-80d4-4be3-98bf-57b90d84afa9,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
e781ea12-4be5-4e10-b579-ce537c62719e,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
cc76ba7c-80b6-4e44-bda6-68cc3b88c8d7,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
5e319cf8-0595-4ed0-a189-751be2a2388b,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
146b91b8-e17e-4a94-97ce-72ee5a457f34,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
cf16a85b-3483-4108-8463-a3edb0ef143f,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
0a477b68-5890-4b0d-9cb7-c6613deb371d,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
fb0f7459-d18e-4835-8ec8-d985bdbb3fb8,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
899f26b0-6f72-4944-8edf-1e3fe69228b0,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
bb249c9c-c0ca-46a6-acd0-7e4a73cd91f1,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
de7186f9-fd74-4238-b17f-8647057711bc,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
f8ded5f8-c8a1-4870-b521-3a13abbdbf35,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
66612642-a8f3-4b60-a474-d078a57d62fd,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
1fc31dd8-04c6-4b23-ab67-4aa04cc82aad,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,9
447738ba-84ea-4a3f-94bb-a7ff7e616464,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
f78f2b43-67db-4aaf-9c40-b657b8358537,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
563716da-7d4b-4108-8d58-d4ed6a8452cf,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
290cd3db-f35c-448a-b8d8-4285f89cf64d,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
dc51f40e-2721-421d-b6da-71822ba688cf,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
b76feb76-9ae9-4bd7-9fd3-cac2809eea2a,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
f48a6885-1742-4ccd-8e73-312440444077,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
7d3dc1df-f401-4d16-8899-55511f61879c,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
ed866f2a-3382-47af-9938-df451923a3fc,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
7f80ada2-0ac5-4ffa-84be-9037ef81f334,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
c32f98d4-7cc3-4230-b7b1-9abdc226dd70,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
c6d5176d-4d70-416d-aee5-c6a58898c82a,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
3ec0d0b7-1807-43ed-bf5a-1339a2ca9c07,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
c3006ef8-1464-4d86-918b-8d1b44c58d47,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
1f6f5748-ae9b-4abf-9433-44093018e736,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
a0804540-555f-4122-94e3-d996362cfea7,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
21aa1b82-b29f-4890-9e91-de87fe226d88,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
36b93d5d-44c8-446c-9ebd-f24348eb53b0,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
df6571c0-c3da-49bc-af24-06637447b09b,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
138c3841-815e-4f5e-bd67-46b8b37e4f41,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
51159ad8-3cce-4ac8-ab0d-56591008bb93,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,5
b942e4f7-7a14-47df-b463-5e8817acb349,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
ff943818-9b96-4729-82b1-74c95d4deea6,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
4ad91263-e605-4f96-ac68-e92dcfa5935c,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
b4839f63-da52-492d-9398-7c395d658395,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
107fe65f-1651-4f31-9d7d-2dabbd90cafe,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
4e3f502f-86ef-47fe-858b-225109ed7e84,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
c1492fde-b9cf-45fc-8a52-908d617a7c47,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
0b49712d-8b6a-4157-8d34-c4eac1305986,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
2df19ada-b56c-4e33-995f-7959f25abdde,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
ee975826-b3d8-4ac5-964a-48fab61a02de,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
653c7ec0-6a57-4c81-b916-13b0b78d5afc,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,9
28dab9a0-e443-443b-a157-ceb374d02805,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
438bca97-b946-48b2-9bde-325bfed7dff6,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
14c7ee36-6943-4319-b381-c06e211873ea,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
e69ed3bf-4b92-4d57-ae14-7ba6269f245d,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
53a8bb9a-3c27-494c-a00a-2000cc64cbb1,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
cd36d777-012d-454a-af66-90baefd4fdb7,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
1bccf3b5-406c-4b05-a98f-6768ff9fabc7,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
ced269f4-325e-4451-807b-01a3ec1191a7,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
268f0d94-ee66-4aa7-9280-56e48b29afcd,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
5e786c20-8f7b-4f68-bb18-33a8a42467ac,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
457e5053-3ec7-4275-bdda-c8d6c89302fc,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
bbc8326b-111b-4d2f-a646-88675e3ddb39,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
e1c95dbb-2252-4973-a2e0-728aa783f173,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
87b76f24-d6b4-48b3-aecc-f6fc89046d93,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
18ad4e19-e062-4729-b9c1-13e25079bee8,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
95abe57e-645f-4b39-83a7-ea70d50fdafe,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,16
9e8a2713-50cd-424c-b4a5-1571d7128cfa,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
23ac066c-299b-4043-9311-7906b494cb57,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,14
a3e2d4e5-ef52-4e13-9c73-ff2e32fa13d8,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,2,12
a33d3462-3f09-4422-a3b2-6c01896c5270,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
377d80ce-2e97-416a-9a1b-9d7a657633a2,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
6f919940-03bf-49a0-ab27-3adfade6a125,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,9
d4a5228f-8b76-42de-a681-82b241c01a7a,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
e3ddd5f9-b04d-4ab2-b4eb-fd08ff24b76d,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
8a30c137-73f1-4481-aaa4-5f7b81c40a6c,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
4efb17d4-5c26-4cc8-a750-0b61d1cba2b3,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
348f6e5f-6893-4e29-b00a-0bcc7552e134,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,9
beeb93c9-2ce7-4f6f-b890-36fcf3b17fb6,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
0de1cee5-b4ad-4429-b2a5-12964d53d6a5,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
e1637551-e809-4976-8152-2ea0678fe3d2,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
f2c1fb92-044c-46c3-a8a4-15ab99433d24,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,13
89419f81-f2f9-4d33-b5ab-c3c09b02d5b5,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
35a522bd-47cf-40f1-b295-9427507289c8,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,7
937f2be8-b590-4e9d-a122-aea30563ecb3,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
5165c99d-29c0-4906-b230-8298726feed6,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
4c7f88bd-5a18-4525-9e99-18602be33b57,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,9
2f414c3b-c9e8-4255-b9b3-c86a5d7e914a,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,8
39d79563-c3bc-413f-9c7d-a3e56f54d002,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
5d82a5ef-85eb-4a0a-8e1e-487dd4256075,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
85d383b0-73d0-444d-bbf0-827c7e401cdf,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,14
097ba748-5226-4073-8dc4-660021ee8e3a,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,12
a58f705f-03e5-4082-b049-c29df5833037,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
1f74d721-620d-429b-95d4-7d49de87811e,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
84501ce5-8172-4213-ae9b-78586167232b,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
3b48232e-22eb-4bd3-ab92-ddc67fdf847b,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,10
9e10566b-bd21-4c36-813b-2656eec88be8,Bibliography-centric Research Object,['Earth sciences'],AUTOMATIC,69,3,1,11
01f1cd4f-f633-4d1e-afc7-c3e7e80707fd,Basic Research Object,"['Applied sciences', 'Earth sciences', 'Environmental research']",MANUAL,100,10,3,4
7ccf4296-0446-4813-acd4-d402f00389e6,Basic Research Object,"['Applied sciences', 'Earth sciences', 'Environmental research']",MANUAL,100,9,3,4
b2a89d93-389e-4b18-8c66-c918d1826518,Basic Research Object,"['Applied sciences', 'Earth sciences', 'Environmental research']",MANUAL,100,9,20,31
f1bbcdaa-2af1-44ec-9304-387b63ad0884,Basic Research Object,"['Applied sciences', 'Earth sciences', 'Environmental research']",MANUAL,100,9,31,114
779e414c-0f1c-449f-8a13-6bb226f3b5fb,Basic Research Object,['Applied sciences'],MANUAL,51,5,3,7
20d36a59-bef3-4e45-8593-09c8755c0b50,Basic Research Object,['Applied sciences'],MANUAL,51,7,2,12
06e181e7-2b8a-4be3-84c2-23a478124a96,Basic Research Object,['Applied sciences'],MANUAL,51,8,2,10
21487922-c7f4-49a5-852e-a2ddb7001894,Executable Research Object,"['Earth sciences', 'Environmental research']",MANUAL,100,10,7,12
9b6b3145-db7c-4c38-ad4a-eeb0a8dc44f3,Executable Research Object,"['Earth sciences', 'Environmental research']",MANUAL,100,10,8,17
b47013ec-0cd9-4971-848f-174c422a739a,Executable Research Object,"['Earth sciences', 'Environmental research']",MANUAL,100,10,5,11
225b1061-cf96-4c47-a3ea-600f64f4569c,Executable Research Object,['Earth sciences'],MANUAL,100,10,6,9
b081c776-86af-4e2d-a73d-2c69579112a8,Executable Research Object,['Earth sciences'],MANUAL,100,10,5,8
b2b23c8f-3cf6-457b-8026-eb0bfd421a8e,Executable Research Object,['Earth sciences'],MANUAL,100,10,5,12
a05fff1d-b9bd-4295-bf58-a33125a1d926,Executable Research Object,['Earth sciences'],MANUAL,100,10,9,17
0566d7df-d790-44bd-bcd1-fe89c0582a29,Basic Research Object,['Chemistry'],MANUAL,43,3,6,6
39485f27-ec95-40a1-9ddc-0d5e6a9f2891,Basic Research Object,['Chemistry'],MANUAL,43,3,8,10
6aa4b4a0-c7dc-4762-aee1-e8dc94a1705c,Basic Research Object,['Chemistry'],MANUAL,43,3,3,6
72dc783e-9ce2-474c-99c0-3969c014c523,Basic Research Object,['Chemistry'],MANUAL,43,3,12,12
b90bc0b8-2d26-4e0c-b255-c2399b52d45d,Basic Research Object,['Chemistry'],MANUAL,43,3,1,6
95388c3d-c10d-40c5-8ac1-7f92ae6ad243,Basic Research Object,['Biology'],MANUAL,43,0,11,8
0d5a0619-14d5-4b45-b925-a9432684f76a,Executable Research Object,['Earth sciences'],MANUAL,59,10,5,7
74cd76d8-24f6-48a8-9fd6-db3ddab4e22f,Process-centric Research Object,"['Applied sciences', 'Climatology', 'Earth observation', 'Earth sciences']",MANUAL,34,4,5,10
7f2a62c1-21cb-42b1-875f-e7d2d19873c8,Data-centric Research Object,['Applied sciences'],MANUAL,51,5,3,7
b7601048-d964-4c6f-92ac-f6956817dd44,Data-centric Research Object,['Applied sciences'],MANUAL,51,5,3,11
4776fc21-01a3-4806-b248-70a577cbc6b0,Data-centric Research Object,['Applied sciences'],MANUAL,51,8,3,7
370d93ab-df01-46de-982e-0ef74b3acf8a,Data-centric Research Object,['Applied sciences'],MANUAL,51,8,3,10
959fa202-b251-4fcd-8d5f-8ed83740fe43,Data-centric Research Object,['Earth sciences'],MANUAL,51,7,3,12
0c470650-84d9-40e1-bc80-4591a27f6c4d,Basic Research Object,['Chemistry'],MANUAL,43,0,4,4
41f2cfe8-4c5b-4d35-849a-5e4aa7be5b42,Basic Research Object,['Chemistry'],MANUAL,43,0,3,7
90e03a9e-5748-4640-a657-f71298b2ff57,Basic Research Object,['Chemistry'],MANUAL,43,0,9,8
b5b86f8e-5c07-4b43-9b21-6df3bb6ebe72,Data-centric Research Object,['Applied sciences'],MANUAL,60,6,3,21
3e79723f-9082-41f0-bb7e-331c3b2c84bd,Basic Research Object,['Applied sciences'],MANUAL,50,8,10,26
97985638-81ed-42b1-ae48-ab432f14db52,Basic Research Object,['Applied sciences'],MANUAL,83,9,12,9
1cf5502c-c693-4ba6-b884-63cbb9afb2e5,Basic Research Object,['Applied sciences'],MANUAL,43,0,2,9
d767e6c3-6cfd-4e68-a989-0b4cbe9236b5,Executable Research Object,"['Applied sciences', 'Meteorology']",MANUAL,77,1,4,10
5f2e7ab8-8122-41b3-8d53-060e09855fa7,Executable Research Object,"['Applied sciences', 'Meteorology']",MANUAL,100,10,8,7
66613047-4680-459d-8c60-509c349830d5,Bibliography-centric Research Object,"['Applied sciences', 'Meteorology']",MANUAL,77,1,4,10
67edd16f-c3d8-4879-a3a5-2d223e7dce6d,Executable Research Object,"['Applied sciences', 'Meteorology']",MANUAL,84,7,6,10
374d0d3a-4807-4925-be83-b9eea52356e3,Bibliography-centric Research Object,"['Applied sciences', 'Meteorology']",MANUAL,92,10,5,14
53aa90bf-c593-4e6d-923f-d4711ac4b0e1,Executable Research Object,"['Applied sciences', 'Meteorology']",MANUAL,100,24,27,17
15e9432f-53ee-4ea8-b1a3-6fdcaca7cf9e,Basic Research Object,['Earth sciences'],MANUAL,60,5,3,11
28ff4f3e-c3f8-4bf0-8591-8fa36c378faa,Basic Research Object,['Earth sciences'],MANUAL,60,5,4,10
64aee73b-a05c-433f-bbf7-2ed35ec42601,Basic Research Object,['Earth sciences'],MANUAL,60,5,6,10
d0694eaf-a561-4c9f-9a70-17c296da2140,Basic Research Object,['Earth sciences'],MANUAL,60,5,15,15
34d648b3-0014-4a19-8469-40b9380ca4c3,Executable Research Object,['Earth sciences'],MANUAL,62,4,17,22
61bceafe-5b48-4548-8caf-4142153b1b1b,Data-centric Research Object,['Earth sciences'],MANUAL,50,6,19,35
3f68f32e-1b6d-4689-acee-b797ba2c8429,Workflow-centric Research Object,['Earth sciences'],MANUAL,77,9,14,12
7b86ece5-b588-416b-9c98-30bb63a5b9bc,Workflow-centric Research Object,['Earth sciences'],MANUAL,68,9,8,19
56ee1bf1-115d-4e17-a33d-4cb4d37d596b,Bibliography-centric Research Object,['Medical science'],MANUAL,91,1,2,10
0423aa4d-8fe6-47c3-97a5-38f0fef60808,Bibliography-centric Research Object,['Medical science'],MANUAL,84,1,1,13
e2c753f3-255f-4f6a-9547-43166aa457dd,Bibliography-centric Research Object,['Medical science'],MANUAL,84,1,1,7
f0b9d343-156c-46e2-aa72-efb121a12265,Bibliography-centric Research Object,"['Botany', 'Geology']",MANUAL,84,1,1,12
2c23ff8e-9ef5-4cc2-a042-c6760bd74b90,Bibliography-centric Research Object,['Botany'],MANUAL,91,1,1,14
c34fcf5c-7b68-4820-b3bc-162892cc174a,Bibliography-centric Research Object,"['Pharmacology', 'Pharmacy']",MANUAL,84,1,1,9
130bd478-289c-438c-b9e9-8ce20ae58f6d,Bibliography-centric Research Object,"['Pharmacology', 'Pharmacy']",MANUAL,84,1,1,11
d0501e2b-d445-42cd-9c1d-e06d2c00fd2e,Bibliography-centric Research Object,['Medical science'],MANUAL,84,1,1,10
5a0a6ad0-a912-48a1-9309-c6503d63931f,Bibliography-centric Research Object,['Medical science'],MANUAL,84,1,1,11
69e2fce8-0d65-49a3-ad8c-de9b4eef3070,Bibliography-centric Research Object,['Medical science'],MANUAL,91,1,1,11
ac4dc70c-fdcc-4065-b297-7cce379c56a5,Bibliography-centric Research Object,['Neurobiology'],MANUAL,91,1,1,7
55f5ab15-13df-4205-b2e5-2d5d80107369,Bibliography-centric Research Object,['Social sciences'],MANUAL,84,1,1,11
75a096fc-0b3e-4f13-96cc-9e34f22d226c,Bibliography-centric Research Object,['Social sciences'],MANUAL,91,1,1,11
bce36619-9ad0-4291-81e1-f1808b1a7afa,Bibliography-centric Research Object,['Mathematics'],MANUAL,91,1,1,7
9641a891-0c97-4a21-bcc5-3c0e7f974ede,Bibliography-centric Research Object,['Biology'],MANUAL,91,1,1,12
53cb4ba4-7529-4924-9e30-46d4bf7d55f7,Bibliography-centric Research Object,['Biology'],MANUAL,84,1,1,11
a9bf0ba2-1a84-467f-b2f8-d0ddd2d38ac1,Bibliography-centric Research Object,['Mathematics'],MANUAL,91,1,2,12
052b3693-fd97-4b09-b853-d7db9701d81e,Bibliography-centric Research Object,['Medical science'],MANUAL,84,1,1,7
b42df712-bd99-44f6-822c-ef4e3825ca4a,Bibliography-centric Research Object,"['Biology', 'Mathematics']",MANUAL,91,1,1,10
aab8e785-b624-46b2-8686-e3ae2e4c477f,Bibliography-centric Research Object,"['Information science', 'Social sciences']",MANUAL,84,1,1,7
affd2ec0-acae-4476-b51c-47c23ec3c73b,Bibliography-centric Research Object,['Ecology'],MANUAL,91,1,1,7
b3c216f9-6567-49d0-9c9c-900582f5ed52,Bibliography-centric Research Object,['Ecology'],MANUAL,84,1,1,11
2cb6e395-bccb-4a36-a88a-f52f222e6aa3,Bibliography-centric Research Object,['Ecology'],MANUAL,84,1,2,12
629b2be8-2457-44e9-bf8f-8aaba3fde6a8,Bibliography-centric Research Object,"['Ecology', 'Meteorology']",MANUAL,84,1,3,9
36235e43-d179-496e-84bf-2a8a6c3e7a17,Bibliography-centric Research Object,"['Ecology', 'Meteorology']",MANUAL,91,1,1,7
40d5834d-5081-4190-93f8-952808686088,Bibliography-centric Research Object,"['Ecology', 'Meteorology']",MANUAL,91,1,1,11
52066ce3-642d-446f-9189-ed0c641bfac5,Bibliography-centric Research Object,"['Ecology', 'Meteorology']",MANUAL,91,1,1,11
1167bfef-0c7c-4278-add5-49e85669e4b9,Bibliography-centric Research Object,"['Ecology', 'Meteorology']",MANUAL,84,1,1,13
60c926fe-f511-4350-ab0d-b9dc8b0e0e97,Bibliography-centric Research Object,"['Earth observation', 'Ecology', 'Photographic industry']",MANUAL,91,1,2,10
814757a0-5d2f-4573-90c5-4b6676714487,Bibliography-centric Research Object,['Ecology'],MANUAL,84,1,1,7
49f56f03-89b6-4956-880b-182aa3d41992,Bibliography-centric Research Object,['Ecology'],MANUAL,84,1,3,10
f648a0a7-ad3f-471c-a377-21cc65e7ef67,Bibliography-centric Research Object,['Ecology'],MANUAL,84,1,1,12
ff341157-8430-4ce9-857d-c0cb88121baf,Bibliography-centric Research Object,['Ecology'],MANUAL,91,1,1,7
f857a3cd-4a0a-404a-8fe5-c5625d9d6da8,Bibliography-centric Research Object,['Ecology'],MANUAL,91,1,1,16
