,F1.1.tool,F1.1.rocrate,F1.2.tool,F1.2.rocrate,F2.1.tool,F2.1.rocrate,F3.1.tool,F3.1.rocrate,F4.1.tool,F4.1.rocrate,A1.1.tool,A1.1.rocrate,A1.2.tool,A1.2.rocrate,A1.3.tool,A1.3.rocrate,I1.1.tool,I1.1.rocrate,I1.2.tool,I1.2.rocrate,I3.1.tool,I3.1.rocrate,R1.1.tool,R1.1.rocrate,R1.1.1.tool,R1.1.1.rocrate,R1.2.1.tool,R1.2.1.rocrate,R1.3.1.tool,R1.3.1.rocrate,R1.3.2.tool,R1.3.2.rocrate,components,identifier,type,creation_mode,completness,number_of_resources,number_of_views,number_of_downloads
2672,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,0326921d-986b-4603-8c70-0c6fafbe5119,Bibliography-centric Research Object,IMPORTED,50,2,3,5
2673,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,1d1eaa4f-ebf9-43e0-9d55-7e28d2d05fea,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2674,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,6335d0dc-de69-4575-81d9-ea167b0582b7,Bibliography-centric Research Object,IMPORTED,50,2,2,7
2675,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,fcdd5472-cf72-441d-b520-983beba60d23,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2676,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,264ae351-cec0-458d-99c2-982c41130d51,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2677,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,382381cd-4039-40aa-8277-992ae3633d8c,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2678,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,120c7421-9d6c-464d-94b6-eb45afe6e060,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2679,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,79033fc7-c454-4c2a-879c-1edf5be467e5,Bibliography-centric Research Object,IMPORTED,46,2,5,7
2680,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,244040cc-11f0-42b7-9b17-82b5b79087a0,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2681,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,1270762d-6b8b-4707-957f-c34be0e597c5,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2682,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,33ab0ad8-539d-48ee-b4fa-332239b4b26b,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2683,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,000cf604-e9de-4b23-ad11-73d4d546e238,Bibliography-centric Research Object,IMPORTED,50,2,2,6
2684,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,91966650-0f28-43f5-9b55-0335ee2c07fa,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2685,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,467ee028-d4bb-4dfc-a48e-54939ed7e073,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2686,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,be5489f6-baba-4845-8150-15a8fda29ba9,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2687,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,c605b69b-93d8-4c8e-a833-d72c714dbef4,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2688,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,239c6738-20ef-4052-a83e-deb7e9273b19,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2689,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,f3d1f431-b74e-479d-ad0a-c055fed41ecb,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2690,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,4986d8fe-fe07-454b-9c26-6b3af3498a18,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2691,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,62fdc6f8-cb2b-4544-a7f1-9ae1b08207de,Bibliography-centric Research Object,IMPORTED,46,2,2,8
2692,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,5f3fc16a-ab0e-40b1-a73d-407360e1a5c5,Bibliography-centric Research Object,IMPORTED,50,2,2,3
2693,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,7ddc28d8-71cd-4a65-9900-085c0f680efe,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2694,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,eb99630f-c716-47fe-8969-980c2d98e9ce,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2695,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,cfffd331-7a2c-4bdd-903d-f8e552eeb1e5,Bibliography-centric Research Object,IMPORTED,46,2,10,3
2696,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,bb2723ac-b18c-402f-88e9-63568eec2236,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2697,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,b0b52b61-1fb7-4826-b853-1d3eaf716b28,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2698,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,2e0c788d-3b19-45d3-b5d7-06dbe6e4b7b9,Bibliography-centric Research Object,IMPORTED,50,2,12,8
2699,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,c0c0a1f0-6f77-404e-b510-39ebb017d4f2,Bibliography-centric Research Object,IMPORTED,46,2,2,9
2700,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,e6429127-0576-4e65-a15b-4a908e84a09d,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2701,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,a7218e48-4ef8-4354-82fe-6018b59d6fb9,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2702,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,4efb1438-d0fa-49ab-9894-6bce899b27fd,Bibliography-centric Research Object,IMPORTED,46,2,5,7
2703,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,9f0edc10-9ae0-4074-855c-ebb9d1faa24b,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2704,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,94c11416-7841-42b9-8cd6-e77a4d0bb75d,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2705,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,30fcca98-02ed-4bc1-bd00-0d2e9d4ce953,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2706,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,fb4bd6dc-f15f-4e2b-9fa0-5d5ac0f4697c,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2707,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,676c4b76-7d7a-47ab-b266-ab1cdf51d93a,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2708,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,479b2bb6-46fe-4ab0-b979-70d46236a506,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2709,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,07f99642-24f0-495c-af82-bf399a73aaaa,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2710,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,7f546969-cab8-4726-bda4-be2800110722,Bibliography-centric Research Object,IMPORTED,46,2,10,5
2711,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,b20b02fb-cf57-47c0-b576-d7006abb40bf,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2712,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,9d8355c4-a5a8-4dd7-868a-92dfbdd8fa5b,Bibliography-centric Research Object,IMPORTED,50,2,6,3
2713,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,fff2f4f8-2c3d-433f-b189-68d882150db3,Bibliography-centric Research Object,IMPORTED,50,2,4,6
2714,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,d9b8f16b-5758-4ce7-a2c0-d99ac5af5a5d,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2715,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,004512cf-3705-41f6-9a22-74fa86b7f02f,Bibliography-centric Research Object,IMPORTED,50,2,4,6
2716,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,9937889d-92db-4faf-90c9-0c5b0dbb5942,Bibliography-centric Research Object,IMPORTED,46,2,2,3
2717,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,81cb90a8-c054-475d-8ede-93ff1e233dd6,Bibliography-centric Research Object,IMPORTED,50,2,3,6
2718,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,793df6a0-a3ee-4919-b128-b13f77f4a940,Bibliography-centric Research Object,IMPORTED,50,2,2,4
2719,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,98fac821-d9d0-4e8d-9561-3f517cc9811e,Bibliography-centric Research Object,IMPORTED,50,2,11,6
2720,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,b4781fe4-a661-4413-aa8a-7efbb05eadf7,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2721,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,b11eaddc-2020-4972-8266-b281ecb07ec7,Bibliography-centric Research Object,IMPORTED,50,2,2,8
2722,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,baa18b24-da64-4e11-9953-eb99f2a83f67,Bibliography-centric Research Object,IMPORTED,50,2,2,7
2723,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,aa778133-efa0-4906-ac7d-12eca4c0d71a,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2724,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,dc6ca58a-5bfd-4e8e-a28f-c4ecb5b12da3,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2725,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,e813e1a7-90ca-42cf-8f4c-6c7dd3907e6b,Bibliography-centric Research Object,IMPORTED,46,2,2,4
2726,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,5ed47853-31ca-4dfe-ba3c-f470a4ef25e0,Bibliography-centric Research Object,IMPORTED,50,2,2,6
2727,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,b09a9c30-3fce-407a-bd94-ad9a459f7e30,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2728,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,4c028c19-69ed-4842-b4e0-af1aa0fb27f2,Bibliography-centric Research Object,IMPORTED,50,2,2,7
2729,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,f0351e5b-29f8-42be-ba94-40c7547248a7,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2730,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,88bb4020-e058-4fda-a1dd-53ab978e75bf,Bibliography-centric Research Object,IMPORTED,50,2,2,4
2731,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,fcc675e4-f2cf-440b-a3b9-ea786eedf38d,Bibliography-centric Research Object,IMPORTED,50,2,2,6
2732,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,b927e3d8-5bfd-4332-b14c-ab3a07d36dc6,Bibliography-centric Research Object,IMPORTED,46,2,2,4
2733,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,29e5dc5c-e040-45a4-b609-c45a38a8bfd9,Bibliography-centric Research Object,IMPORTED,50,2,2,7
2734,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,47396120-6bf0-4c7c-8157-a60ba9867960,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2735,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,998ea513-3609-433a-a6e1-9f0ac583d311,Bibliography-centric Research Object,IMPORTED,50,2,2,7
2736,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,17f29a37-1565-4d11-b7f0-3baf4d5e9de7,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2737,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,19215d65-4f30-4e69-8dba-01b6490d4367,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2738,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,9ccdaa65-2b87-4037-ab47-02f5197d27b7,Bibliography-centric Research Object,IMPORTED,50,2,3,2
2739,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,ea24786a-f7f5-4fa4-a3cb-a14708db20a3,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2740,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,e9a4e785-5727-4fa9-8aae-7ba4febb7cef,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2741,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,859b6553-be9b-441b-85cf-021d554975ce,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2742,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,37d7378b-3902-458f-bee1-db79ec94687c,Bibliography-centric Research Object,IMPORTED,50,2,11,6
2743,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,9473bbae-ec16-4aa5-a5ee-24cda9ea62fe,Bibliography-centric Research Object,IMPORTED,46,2,2,3
2744,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,ffb07f27-12c4-4300-a74b-63c1db0b3e59,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2745,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,c7dad035-0018-4c36-be3a-611d222b6126,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2746,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,6269b93d-5298-4a74-9415-c19abb6434cd,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2747,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,c5a306a2-98e1-42f3-a917-7cf7bbd54b2c,Bibliography-centric Research Object,IMPORTED,50,2,4,7
2748,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,afd22362-e209-46a2-b5ce-806e16272617,Bibliography-centric Research Object,IMPORTED,50,2,2,6
2749,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,a2050d35-a867-4649-bee9-427dcc18d3a2,Bibliography-centric Research Object,IMPORTED,50,2,4,5
2750,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,0ab171a7-45c5-4194-82d4-850955504bca,Bibliography-centric Research Object,IMPORTED,50,2,5,6
2751,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,8efc60ba-c6e6-4e42-bd34-f2314c4ac470,Bibliography-centric Research Object,IMPORTED,46,2,10,5
2752,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,5496b217-7f29-46ab-9b6f-d06574e5def7,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2753,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,226f5f2b-8334-4d74-8e77-c8a4ce9259f7,Bibliography-centric Research Object,IMPORTED,46,2,2,3
2754,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,2b7320b1-5d8e-460a-aaab-f1b1f6d2aad2,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2755,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,e7c6071c-186d-4c72-8cbd-8f97d2c10337,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2756,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,6a9fad4e-0700-4660-8420-9fe56f6fea5a,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2757,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,cdf06b21-c4eb-4408-a6ca-50667dc2b2e5,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2758,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,39ab3f2f-fa04-4f67-adb5-300d79d86ce1,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2759,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,ea0daa5f-ed5b-48c8-9417-f457fc4f16ae,Bibliography-centric Research Object,IMPORTED,50,2,2,7
2760,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,95789f53-6896-47a8-a46c-24084506028a,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2761,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,dad21775-a219-4b6c-ba0b-cb540271ad3f,Bibliography-centric Research Object,IMPORTED,46,2,5,2
2762,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,40fe8f7f-ce35-43fa-8b8f-92860a6b65b0,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2763,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,58ec69c6-68aa-4bf8-9c58-d7d453810828,Bibliography-centric Research Object,IMPORTED,50,2,7,5
2764,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,a1e0aa7b-8d10-4cfc-96bb-6fbbaa1913a3,Bibliography-centric Research Object,IMPORTED,46,2,2,5
2765,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,209fc7c5-56b2-443e-a13a-7d5f83b9eb25,Bibliography-centric Research Object,IMPORTED,46,2,2,6
2766,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,da3b7b8a-a877-4cdd-a4cd-e1c775cc7ec6,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2767,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,10d78d4d-15ca-4158-a249-ea49e8836266,Bibliography-centric Research Object,IMPORTED,50,2,2,8
2768,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,9c62a524-cc2f-4558-963a-a7336a1059c3,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2769,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,b38df6e1-16d6-4d65-bc78-585d37d4ca93,Bibliography-centric Research Object,IMPORTED,46,2,2,3
2770,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,57eb2e32-457c-4053-b148-bfb7a07d998c,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2771,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,c91a8803-cadf-427c-8c2e-aa1e04aee183,Bibliography-centric Research Object,IMPORTED,46,2,2,2
2772,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,da830160-b6be-4aa5-9852-bdf6861cbdfb,Bibliography-centric Research Object,IMPORTED,50,2,2,6
2773,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,3440fe96-681c-46ea-a620-694cf56de70d,Bibliography-centric Research Object,IMPORTED,50,2,2,2
2774,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,633dcee1-87b3-4e90-b46b-a4534fc88253,Bibliography-centric Research Object,IMPORTED,50,2,5,5
2775,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,b41e7d5f-6c7c-462c-9eff-152ca9c2fa6d,Bibliography-centric Research Object,IMPORTED,46,2,2,3
2776,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,07df4cdd-8414-4847-ab4b-2e5fbb6d647a,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2777,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,ecf79b35-2b93-480f-bbaf-a0b315bc6888,Bibliography-centric Research Object,IMPORTED,46,2,2,7
2778,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,14720183-a17e-418f-8432-884f6652df4e,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2779,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,3e3863b6-1fc3-4bb1-8ae2-780ea60df9c0,Bibliography-centric Research Object,IMPORTED,50,2,2,5
2780,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,58c2467f-3c52-45fc-8955-0cc2f4ddf07e,Bibliography-centric Research Object,IMPORTED,46,2,2,2
