,F1.1.tool,F1.1.rocrate,F1.2.tool,F1.2.rocrate,F2.1.tool,F2.1.rocrate,F3.1.tool,F3.1.rocrate,F4.1.tool,F4.1.rocrate,A1.1.tool,A1.1.rocrate,A1.2.tool,A1.2.rocrate,A1.3.tool,A1.3.rocrate,I1.1.tool,I1.1.rocrate,I1.2.tool,I1.2.rocrate,I3.1.tool,I3.1.rocrate,R1.1.tool,R1.1.rocrate,R1.1.1.tool,R1.1.1.rocrate,R1.2.1.tool,R1.2.1.rocrate,R1.3.1.tool,R1.3.1.rocrate,R1.3.2.tool,R1.3.2.rocrate,components,identifier,type,creation_mode,completness,number_of_resources,number_of_views,number_of_downloads
0,5,0,0,5,2,0,0,0,0,5,2,0,2,3,0,0,2,3,2,3,0,5,0,1,2,0,2,0,2,3,0,1,5,3939a208-64fc-4800-8b29-6a97676c7508,Data-centric Research Object,MANUAL,0,4,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6fa27870-c1a4-4386-8d51-855d5ac932e2,Executable Research Object,MANUAL,84,8,18,0
2,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,3,0,2,3,0,3,0,3,0,0,0,3,ea5e95c4-9f22-4ce5-ba9a-22fc7257cd27,Bibliography-centric Research Object,MANUAL,77,2,3,0
3,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,3,0,2,3,0,3,0,3,0,0,0,3,59e63d12-57af-4bcd-8d8f-821b9e096b9b,Bibliography-centric Research Object,MANUAL,77,2,19,0
4,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,3,0,2,3,0,3,0,3,0,0,0,3,9da6e0fa-a824-4ff3-b0af-fa98aef14285,Bibliography-centric Research Object,MANUAL,92,2,35,1
5,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,3,0,2,3,0,3,0,3,0,0,1,3,0c6c5b80-9268-4851-8cec-1f9c49cb7f9f,Basic Research Object,MANUAL,82,2,108,7
6,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,3,0,2,3,0,3,0,3,0,0,1,3,13e6bbe1-ed1a-4e3d-879c-694f1bbab5a0,Basic Research Object,MANUAL,82,2,14,13
7,6,0,0,6,4,0,0,0,0,6,4,0,4,2,0,0,4,2,4,2,0,6,0,3,4,0,4,0,4,2,0,0,6,395893ed-5770-4027-a1ba-468b82d6de4a,Basic Research Object,MANUAL,68,5,12,3
8,4,0,0,4,2,0,0,0,0,4,2,0,2,2,0,0,2,2,2,2,0,4,0,1,2,0,2,0,2,2,0,1,4,9df7b289-2ac1-4c50-aa42-184df24dcafa,Data-centric Research Object,MANUAL,84,3,56,7
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d69df778-182b-4a58-b948-9e22073a7671,Executable Research Object,MANUAL,84,8,50,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7907dbf7-c03b-4e5c-b750-55410e82c5a1,Basic Research Object,MANUAL,100,6,48,7
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d9917937-2610-407d-bcdc-7b24d850c840,Basic Research Object,MANUAL,100,5,16,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e744c06f-087a-4456-9007-fd130464a2ab,Basic Research Object,MANUAL,100,4,54,4
13,18,0,0,18,17,0,0,0,0,18,17,0,17,1,0,0,17,1,17,1,0,18,0,16,17,0,17,0,17,1,0,3,18,ce91c342-9009-4f7a-bfec-1358368feda7,Executable Research Object,MANUAL,84,17,25,2
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0b1fcfe6-ab98-4df7-be19-e952de9776c6,Data-centric Research Object,MANUAL,77,8,22,0
15,36,0,0,36,35,0,0,0,0,36,35,0,35,1,0,0,35,1,35,1,0,36,0,34,35,0,35,0,35,1,0,1,36,218d13bb-062a-4903-9559-9f7be4919590,Bibliography-centric Research Object,MANUAL,62,35,23,0
16,5,0,0,5,1,0,0,0,0,5,1,0,1,4,0,0,1,4,1,4,0,5,0,0,1,0,1,0,1,4,0,0,5,88fba8bd-f2f0-402e-8147-b73b71e8691a,Bibliography-centric Research Object,MANUAL,84,4,24,1
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b62e5267-8fe1-4fe1-ada2-47e484c2b107,Basic Research Object,MANUAL,100,11,2,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e7c5bfac-0e6a-4691-9e52-f86975732218,Basic Research Object,MANUAL,100,10,15,2
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998dccd6-7192-4d88-af39-6018c71e6bdf,Executable Research Object,MANUAL,100,17,41,5
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eec6faaa-e133-47d4-b377-44f7d06a9654,Executable Research Object,MANUAL,100,18,6,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c797fdc7-0330-45de-8970-fedf5ee89cb1,Bibliography-centric Research Object,MANUAL,100,5,9,0
22,10,0,0,10,6,0,0,0,0,10,6,0,6,4,0,0,6,4,6,4,0,10,0,5,6,0,6,0,6,4,0,2,10,2f352829-b3e1-45f3-99f2-786c52587485,Workflow-centric Research Object,MANUAL,84,9,8,3
23,10,0,0,10,6,0,0,0,0,10,6,0,6,4,0,0,6,4,6,4,0,10,0,5,6,0,6,0,6,4,0,2,10,4691cb04-70c5-4c7b-aa76-65850ddd509c,Workflow-centric Research Object,MANUAL,84,9,17,1
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d5d3a3ed-7bc1-40b9-b2cd-0496f599d0fe,Data-centric Research Object,MANUAL,100,17,29,5
25,15,0,0,15,15,0,0,0,0,15,15,0,15,0,0,0,15,0,15,0,0,15,0,14,15,0,15,0,15,0,0,3,15,941ecf90-82ba-4c56-961b-2f727da5df78,Data-centric Research Object,MANUAL,100,14,44,1
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871a1786-bc6a-4e60-a160-3f57e3869d35,Basic Research Object,MANUAL,100,7,9,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b167006f-4678-4b8a-8e8b-224befdd8038,Basic Research Object,MANUAL,100,6,2,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9ca6c1ca-a4bd-40d5-a199-c310f94edb0b,Basic Research Object,MANUAL,100,6,13,1
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107487d2-a9d5-4224-8b00-b321e133b6c8,Basic Research Object,MANUAL,100,8,13,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b47069ec-f001-4783-8def-cbd54858f571,Basic Research Object,MANUAL,100,7,11,0
31,8,0,0,8,4,0,0,0,0,8,4,0,4,4,0,0,4,4,4,4,0,8,0,3,4,0,4,0,4,4,0,0,8,714c9088-075f-43fb-94e0-b397eb195343,Bibliography-centric Research Object,MANUAL,77,7,8,9
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,df6591e6-c326-4d28-92fb-cb9d59786ac7,Executable Research Object,MANUAL,100,12,25,5
33,6,0,0,6,5,0,0,0,0,6,5,0,5,1,0,0,5,1,5,1,0,6,0,3,5,0,5,0,5,1,0,0,6,c2c64bf9-7625-4442-9ca9-dcd978b1d38b,Executable Research Object,MANUAL,100,5,13,17
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e7f90fc2-ddcb-4369-9f31-b81123b40533,Executable Research Object,MANUAL,92,6,16,0
35,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,6849c036-dd01-4741-89f9-859c0869deb4,Basic Research Object,MANUAL,59,1,7,0
36,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,3,0,2,3,0,3,0,3,0,0,0,3,2f126bfc-d4fb-4d72-914f-bfd121b0cf35,Data-centric Research Object,MANUAL,92,2,13,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73e65f3b-c8eb-4aca-b7dc-af81e4ec9b4a,Bibliography-centric Research Object,MANUAL,100,5,4,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e4bff7dc-eecc-4a4e-b32c-1c8afe18deb6,Bibliography-centric Research Object,MANUAL,100,6,13,25
39,8,0,0,8,5,0,0,0,0,8,5,0,5,3,0,0,5,3,5,3,0,8,0,4,5,0,5,0,5,3,0,0,8,28499bdf-a0c6-46aa-a96f-50bd9490b8be,Executable Research Object,MANUAL,100,7,24,23
40,5,0,0,5,4,0,0,0,0,5,4,0,4,1,0,0,4,1,4,1,0,5,0,3,4,0,4,0,4,1,0,3,5,c39ea824-7501-4223-96a0-da72ae57e5e3,Basic Research Object,MANUAL,83,4,9,1
41,13,0,0,13,12,0,0,0,0,13,12,0,12,1,0,0,12,1,12,1,0,13,0,11,12,0,12,0,12,1,0,6,13,b3dd84e2-9a82-4364-a030-7b8a4269744d,Data-centric Research Object,MANUAL,100,12,19,2
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969f1a5e-61f2-4441-8570-085853c70c0d,Executable Research Object,MANUAL,46,10,15,7
43,14,0,0,14,14,0,0,0,0,14,14,0,14,0,0,0,14,0,14,0,0,14,0,13,14,0,14,0,14,0,0,12,14,3b1ad0bd-a71a-474e-84a1-d48e3e924b21,Basic Research Object,MANUAL,100,13,20,17
44,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,9c4b5cde-f25b-4b7e-b267-ce264f2fc706,Basic Research Object,DMP,91,1,25,5
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,042f0584-c14d-4374-9158-d84f4677c9fe,Basic Research Object,MANUAL,100,4,6,1
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5bce9059-bb3e-402d-a65d-4eff2a93e239,Basic Research Object,MANUAL,100,4,8,1
47,15,0,0,15,15,0,0,0,0,15,15,0,15,0,0,0,15,0,15,0,0,15,0,14,15,0,15,0,15,0,0,5,15,a1fe8d87-7ca4-4846-ab84-869b9d8a2b57,Workflow-centric Research Object,MANUAL,92,14,15,18
48,17,0,0,17,15,0,0,0,0,17,15,0,15,2,0,0,15,2,15,2,0,17,0,14,15,0,15,0,15,2,0,1,17,a1b79935-8367-4580-85d8-1676d50e5422,Executable Research Object,MANUAL,77,16,21,2
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640923be-22b3-4418-977d-5a81675862a6,Bibliography-centric Research Object,MANUAL,92,9,8,1
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97352931-9830-4677-ad2a-1a2c7c71bf6c,Bibliography-centric Research Object,MANUAL,92,10,2,1
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aa46df33-f3ea-4c76-aef3-9fbcc541c12a,Basic Research Object,MANUAL,43,0,4,1
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ccb430b-dd9b-4c34-9e89-8f6780ff9996,Bibliography-centric Research Object,MANUAL,100,10,19,2
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0e6ee388-ce22-4237-bf54-74336d1215ce,Bibliography-centric Research Object,MANUAL,100,12,3,0
54,5,0,0,5,3,0,0,0,0,5,3,0,3,2,0,0,3,2,3,2,0,5,0,2,3,0,3,0,3,2,0,1,5,3ed30e69-fb38-4045-bd34-2fa907d12353,Executable Research Object,MANUAL,69,4,12,3
55,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,3,0,2,3,0,3,0,3,0,0,0,3,71d2b507-4327-4496-aebf-95882376ad3d,Basic Research Object,MANUAL,59,2,6,3
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7998d851-41e8-4c51-aa06-deff6fd5f09a,Executable Research Object,MANUAL,92,19,44,5
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42613c9d-9bea-4bc9-b475-1ac886a05d57,Executable Research Object,MANUAL,92,7,14,0
58,10,0,0,10,3,0,0,0,0,10,3,0,3,7,0,0,3,7,3,7,0,10,0,2,3,0,3,0,3,7,0,1,10,bd43e723-e961-4558-9b20-68ebd4b34a9b,Executable Research Object,MANUAL,100,9,19,5
59,10,0,0,10,3,0,0,0,0,10,3,0,3,7,0,0,3,7,3,7,0,10,0,2,3,0,3,0,3,7,0,1,10,d1f369cd-25a2-4fc6-b418-b2e7feed7cde,Executable Research Object,MANUAL,100,9,11,11
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c60a3a02-d72c-44ec-830a-736fae79158e,Executable Research Object,MANUAL,100,11,15,1
61,12,0,0,12,2,0,0,0,0,12,2,0,2,10,0,0,2,10,2,10,0,12,0,1,2,0,2,0,2,10,0,1,12,f5ad4964-2b27-40c4-9a99-ccf4170dcc76,Executable Research Object,MANUAL,76,11,7,1
62,12,0,0,12,2,0,0,0,0,12,2,0,2,10,0,0,2,10,2,10,0,12,0,1,2,0,2,0,2,10,0,1,12,b128b282-dee7-44a7-bc21-f1fd21452a83,Executable Research Object,MANUAL,100,11,39,8
63,12,0,0,12,2,0,0,0,0,12,2,0,2,10,0,0,2,10,2,10,0,12,0,1,2,0,2,0,2,10,0,1,12,16b9c078-a01d-4f14-8268-4c40cfe9d467,Executable Research Object,MANUAL,100,11,2,0
64,204,0,0,204,25,0,0,0,0,204,25,0,25,179,0,0,25,179,25,179,0,204,0,24,25,0,25,0,25,179,0,0,204,4bdb4ef5-f05a-4d42-b1cd-ef78ff4f0d47,Basic Research Object,MANUAL,51,203,3,4
65,5,0,0,5,5,0,0,0,0,5,5,0,5,0,0,0,5,0,5,0,0,5,0,4,5,0,5,0,5,0,0,0,5,2c060a2b-4b81-47ad-b56d-488da72a5307,Basic Research Object,MANUAL,51,4,19,5
66,4,0,0,4,2,0,0,0,0,4,2,0,2,2,0,0,2,2,2,2,0,4,0,1,2,0,2,0,2,2,0,0,4,db0dd41c-13c8-4978-b9a4-eaa62ce9c517,Basic Research Object,MANUAL,51,3,25,5
67,4,0,0,4,3,0,0,0,0,4,3,0,3,1,0,0,3,1,3,1,0,4,0,2,3,0,3,0,3,1,0,1,4,07e76ee3-fe6c-4fb1-903d-3a8c5236e51b,Basic Research Object,MANUAL,83,3,10,4
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7df005ee-9546-4091-b795-6e32041822f9,Basic Research Object,MANUAL,43,0,10,3
69,15,0,0,15,2,0,0,0,0,15,2,0,2,13,0,0,2,13,2,13,0,15,0,1,2,0,2,0,2,13,0,1,15,77a61d94-3318-4d33-a3c0-4730e7026fdb,Executable Research Object,MANUAL,100,14,10,4
70,15,0,0,15,2,0,0,0,0,15,2,0,2,13,0,0,2,13,2,13,0,15,0,1,2,0,2,0,2,13,0,1,15,a802f7dc-f3f4-4eac-b69f-748fb90958fb,Executable Research Object,MANUAL,100,14,19,8
71,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,bba00431-cb1c-4fc4-b90b-14cbc5edf0ac,Executable Research Object,MANUAL,92,10,2,0
72,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,ea34568e-d86e-4720-be2f-3f826f66a26c,Executable Research Object,MANUAL,92,10,22,35
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,095cd4b8-7027-4b97-bf9d-511fc5351d6d,Data-centric Research Object,MANUAL,39,0,5,8
74,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,088e5107-c56e-4c47-b186-c1906ef8b79e,Executable Research Object,MANUAL,61,0,3,6
75,11,0,0,11,5,0,0,0,0,11,5,0,5,6,0,0,5,6,5,6,0,11,0,4,5,0,5,0,5,6,0,2,11,1464d3f1-5c8e-4ddb-a1d2-cb78db035782,Basic Research Object,MANUAL,60,10,2,0
76,13,0,0,13,6,0,0,0,0,13,6,0,6,7,0,0,6,7,6,7,0,13,0,5,6,0,6,0,6,7,0,1,13,0d96ad94-c73d-4ac8-b781-d9d481aebffe,Basic Research Object,MANUAL,60,12,16,10
77,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,85b51031-6802-4f51-83d5-d564092dbc6e,Bibliography-centric Research Object,MANUAL,75,0,4,3
78,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,bdd402be-6cd0-45f3-ace6-6507bc81cc0c,Executable Research Object,MANUAL,39,0,8,6
79,4,0,0,4,3,0,0,0,0,4,3,0,3,1,0,0,3,1,3,1,0,4,0,2,3,0,3,0,3,1,0,1,4,903fc676-99d5-4277-be11-e83883e70fdd,Basic Research Object,MANUAL,73,3,19,6
80,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1be0f190-6a64-4696-89ba-3509748d84fa,Data-centric Research Object,MANUAL,46,0,4,7
81,9,0,0,9,4,0,0,0,0,9,4,0,4,5,0,0,4,5,4,5,0,9,0,3,4,0,4,0,4,5,0,1,9,52c0fa97-af5b-4227-ac70-c19b3fd612cc,Executable Research Object,MANUAL,68,8,12,12
82,6,0,0,6,6,0,0,0,0,6,6,0,6,0,0,0,6,0,6,0,0,6,0,5,6,0,6,0,6,0,0,0,6,65196262-e956-4ef3-9e28-3b2c614f0404,Basic Research Object,MANUAL,25,5,6,7
83,26,0,0,26,12,0,0,0,0,26,12,0,12,14,0,0,12,14,12,14,0,26,0,11,12,0,12,0,12,14,0,1,26,3a5459f8-8145-4062-b51b-86e7edfb8208,Data-centric Research Object,MANUAL,54,25,12,8
84,9,0,0,9,9,0,0,0,0,9,9,0,9,0,0,0,9,0,9,0,0,9,0,8,9,0,9,0,9,0,0,1,9,63b9935e-9329-4bb9-990a-e63565a02309,Basic Research Object,MANUAL,43,8,10,11
85,7,0,0,7,1,0,0,0,0,7,1,0,1,6,0,0,1,6,1,6,0,7,0,0,1,0,1,0,1,6,0,0,7,6942229f-fba8-415d-a326-0ae5fd6360da,Executable Research Object,MANUAL,60,6,8,3
86,16,0,0,16,1,0,0,0,0,16,1,0,1,15,0,0,1,15,1,15,0,16,0,0,1,0,1,0,1,15,0,0,16,f99a5c78-6e3d-44a6-a283-3a61e46e249b,Executable Research Object,MANUAL,92,15,5,28
87,8,0,0,8,2,0,0,0,0,8,2,0,2,6,0,0,2,6,2,6,0,8,0,1,2,0,2,0,2,6,0,0,8,ed0b78b7-1ef3-4548-977a-fb0ab9003b8d,Basic Research Object,MANUAL,50,7,4,9
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409b98bf-c76d-4d96-a814-1cbc0a3171e3,Basic Research Object,MANUAL,43,0,1,10
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cab8eaeb-e22d-4fc7-9999-180d0e179a98,Basic Research Object,MANUAL,43,0,1,10
90,4,0,0,4,2,0,0,0,0,4,2,0,2,2,0,0,2,2,2,2,0,4,0,1,2,0,2,0,2,2,0,1,4,03dc6999-4799-4739-b184-0a9d11c50aa4,Executable Research Object,MANUAL,100,3,7,10
91,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,1,3,c3aa751b-c32d-48d2-b781-0ab44bedc252,Executable Research Object,MANUAL,91,2,4,7
92,5,0,0,5,5,0,0,0,0,5,5,0,5,0,0,0,5,0,5,0,0,5,0,4,5,0,5,0,5,0,0,1,5,192c3541-b61d-4e21-80d5-691d667b44cb,Executable Research Object,MANUAL,83,4,5,12
93,5,0,0,5,5,0,0,0,0,5,5,0,5,0,0,0,5,0,5,0,0,5,0,4,5,0,5,0,5,0,0,1,5,4e8ee688-dd76-4faa-a088-028fe709bd37,Executable Research Object,MANUAL,83,4,2,8
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ef5953b8-d6b7-47a2-b115-929ac8179864,Executable Research Object,MANUAL,83,1,4,3
95,4,0,0,4,2,0,0,0,0,4,2,0,2,2,0,0,2,2,2,2,0,4,0,1,2,0,2,0,2,2,0,0,4,a825aac5-caf2-42bb-ac4d-d8bef3954f71,Basic Research Object,MANUAL,51,3,3,3
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6484f9aa-e4b4-4ef0-b312-2d75224d6447,Workflow-centric Research Object,MANUAL,43,0,2,7
97,13,0,0,13,2,0,0,0,0,13,2,0,2,11,0,0,2,11,2,11,0,13,0,1,2,0,2,0,2,11,0,1,13,39cdb4f8-ac25-42c7-8263-0cab87547992,Executable Research Object,MANUAL,77,12,1,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435f534c-e49b-43c3-9bd6-3393100bef3f,Executable Research Object,MANUAL,77,12,19,33
99,6,0,0,6,5,0,0,0,0,6,5,0,5,1,0,0,5,1,5,1,0,6,0,4,5,0,5,0,5,1,0,2,6,261f85b0-1ba1-4d27-8a42-df2816937f1e,Data-centric Research Object,MANUAL,69,5,12,50
100,7,0,0,7,7,0,0,0,0,7,7,0,7,0,0,0,7,0,7,0,0,7,0,6,7,0,7,0,7,0,0,0,7,8ec6ee87-e121-4397-889e-4bab27255509,Basic Research Object,MANUAL,59,6,5,3
101,16,0,0,16,8,0,0,0,0,16,8,0,8,8,0,0,8,8,8,8,0,16,0,7,8,0,8,0,8,8,0,4,16,9e5d1919-6462-41e1-a4ad-b9e1140925ca,Workflow-centric Research Object,MANUAL,76,15,24,19
102,16,0,0,16,8,0,0,0,0,16,8,0,8,8,0,0,8,8,8,8,0,16,0,7,8,0,8,0,8,8,0,4,16,b7f139b2-b89b-494a-8687-8f3fc4aaae83,Workflow-centric Research Object,MANUAL,76,15,17,3
103,15,0,0,15,5,0,0,0,0,15,5,0,5,10,0,0,5,10,5,10,0,15,0,4,5,0,5,0,5,10,0,1,15,ee66eeb4-0b7e-4417-871e-fb9ddae286d9,Executable Research Object,MANUAL,100,14,18,11
104,13,0,0,13,5,0,0,0,0,13,5,0,5,8,0,0,5,8,5,8,0,13,0,4,5,0,5,0,5,8,0,1,13,2f4c4963-ba0f-4069-a211-988fb62006ef,Executable Research Object,MANUAL,100,12,5,8
105,13,0,0,13,5,0,0,0,0,13,5,0,5,8,0,0,5,8,5,8,0,13,0,4,5,0,5,0,5,8,0,1,13,a369aaf0-06f7-441a-9a18-3b79b9d45f8e,Executable Research Object,MANUAL,100,12,7,15
106,12,0,0,12,2,0,0,0,0,12,2,0,2,10,0,0,2,10,2,10,0,12,0,1,2,0,2,0,2,10,0,1,12,c2142845-3530-447b-9936-b1684a8f7776,Executable Research Object,MANUAL,100,11,8,10
107,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,056d9dcb-cb4a-41bb-91fc-97ef3d0e8f6f,Executable Research Object,MANUAL,100,10,6,7
108,11,0,0,11,2,0,0,0,0,11,2,0,2,9,0,0,2,9,2,9,0,11,0,1,2,0,2,0,2,9,0,1,11,0583f2dd-d42a-4f20-9104-519d587cb30e,Executable Research Object,MANUAL,100,10,4,3
109,10,0,0,10,10,0,0,0,0,10,10,0,10,0,0,0,10,0,10,0,0,10,0,9,10,0,10,0,10,0,0,4,10,dd948b04-bfa4-44b0-814b-19f7daff6b8c,Executable Research Object,MANUAL,100,9,13,4
110,49,0,0,49,1,0,0,0,0,49,1,0,1,48,0,0,1,48,1,48,0,49,0,0,1,0,1,0,1,48,0,0,49,caba607c-4de3-45d0-98f4-d5fbdfee0921,Basic Research Object,MANUAL,51,48,2,4
111,50,0,0,50,2,0,0,0,0,50,2,0,2,48,0,0,2,48,2,48,0,50,0,1,2,0,2,0,2,48,0,0,50,fb78ebe8-ce02-449c-a204-756aded59969,Basic Research Object,MANUAL,51,49,2,3
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36df329c-6181-4db9-b350-361120151221,Basic Research Object,MANUAL,43,0,1,8
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51daf908-532a-4e36-b7fc-9902de63f694,Executable Research Object,MANUAL,76,24,10,21
114,25,0,0,25,8,0,0,0,0,25,8,0,8,17,0,0,8,17,8,17,0,25,0,6,8,0,8,0,8,17,0,3,25,b83a814a-27e6-499c-a6b2-61a0a921e53b,Executable Research Object,MANUAL,76,24,12,30
